BRC code,Taxon name,Fam,FamA,OrdA,NS,CS,RS,Chg,Hght,Len,P1,P2,LF1,LF2,W,Clone1,Clone2,E1,E2,C,NBI,NEur,SBI,SEur,Origin,GB,IR,CI,Tjan,Tjul,Prec,Co,Br Habitats,L,F,R,N,S,Source for max height,Comment on life form,Comment on clonality,Comment on N and S limits in Europe
0920   147,Arabis scabra,Bras,Bras,Bras,N,VU,r,,20,,p,,Ch,,h,0,,9,3,,1,50-55,0,<45,,1,0,0,4.4,16.5,844,,16,7,3,8,2,0,Rich (1991),,,
0920   149,Arbutus unedo,Eric,Eric,Eric,N,,o,1.18,500,,p,,Ph,,w,0,,9,1,,1,50-55,0,<45,,0,8,0,4.7,14.4,1335,,"1, 16",6,5,7,2,0,Stace (1991),,,
0920   151,Arctium lappa,Aste,Aste,Aste,AR,,,0.51,150,,b,,hc,,h,0,,7,4,,,,,,,971,4,1,3.8,16.0,769,,3,9,5,7,9,0,Sell (draft),,,
0920  2405,Arctium minus,Aste,Aste,Aste,N,,n,-0.41,150,,b,,hc,,h,0,,7,5,,0,60-65,0,<45,,2424,846,14,3.7,14.7,1051,,3,6,4,7,5,0,same as A. lappa (cf. CTW 1962),,,
0920   156,Arctostaphylos alpinus,Eric,Eric,Eric,N,,s,-0.22,20,,p,,Ch,,w,Node2,,1,6,,0,>65,0,<45,,134,0,0,1.6,11.6,1750,,15,7,6,2,2,0,estimated canopy height (MOH),,,
0920   155,Arctostaphylos uva-ursi,Eric,Eric,Eric,N,,n,-0.75,20,,p,,Ch,,w,Node2,,4,6,,0,>65,0,<45,,473,37,0,2.1,12.3,1615,,"10, 15",7,5,2,2,0,estimated canopy height (MOH),,,
0920   158,Arenaria ciliata,Cary,Cary,Cary,N,,o,,6,,p,,Ch,,h,0,,1,3,,0,>65,0,<45,,0,1,0,2.6,12.9,1454,,15,9,5,8,2,0,"Stace (1997) ""similar to A. norvegica""",,,
0920  6952,Arenaria norvegica,Cary,Cary,Cary,N,,r,0.21,6,,p,a,Ch,Th,h,0,,1,3,,0,>65,1,50-55,,16,1,0,2.5,12.3,1904,,16,9,3,8,2,0,Stace (1997),two subspecies;  one is perennial,,
0920   162,Arenaria serpyllifolia,Cary,Cary,Cary,N,,n,-0.76,30,,a,,Th,,h,0,,8,4,,0,>65,0,<45,,2147,522,13,3.6,14.9,986,,16,8,3,7,5,0,Stace (1997),,,
0920   165,Armeria arenaria,Plum,Plum,Cary,N,,o,,20,,p,,Ch,,h,0,,8,2,,0,45-50,0,<45,,0,0,5,6.1,16.9,843,Co,"18, 19",8,3,6,2,0,Leaf length of A maritima + 5 cm - estimate by MOH based on picture,basically a chamaephyte;  it does not die back or attempt to hide,,
0920   166,Armeria maritima,Plum,Plum,Cary,N,,n,-0.14,15,,p,,Ch,,h,0,,3,6,,0,>65,0,<45,,1137,319,14,3.9,14.1,1265,Co,"18, 21",8,7,5,5,3,CTW (1962) - lf length,basically a chamaephyte;  it does not die back or attempt to hide,,
0920   167,Armoracia rusticana,Bras,Bras,Bras,AR,,,0.05,150,,p,,hc,,h,Rhiz2,,7,3,,,,,,Crop,1532,111,10,3.8,15.6,850,,3,8,5,7,7,0,Rich (1991),,,
0920   168,Arnoseris minima,Aste,Aste,Aste,AR,EX,,-3.72,30,,a,,Th,,h,0,,7,3,,,,,,,83,0,0,3.6,16.1,685,,4,7,4,3,3,0,Stace (1991),,,
0920   169,Arrhenatherum elatius,Poac,Poac,Poal,N,,n,0.37,150,,p,,hc,,h,0gr,DRg,7,3,,0,>65,0,<45,,2678,958,13,3.6,14.5,1089,,"3, 6",7,5,7,7,0,average of CTW (1962) & Stace (1997),,Tuberous form is 'onion couch' var. bulbosum,
0920   170,Artemisia absinthium,Aste,Aste,Aste,AR,,,-0.46,90,,p,,Ch,,sw,0,,7,4,,,,,,,1005,41,6,3.8,15.6,861,,"3, 16, 17",7,4,7,9,0,CTW (1962),The buds for next year's growth are mostly below 25 cm. ,,
0920   171,Artemisia campestris,Aste,Aste,Aste,N,EN,r,-0.42,60,,p,,Ch,,sw,Rhiz1,,7,4,c,0,60-65,0,<45,,9,0,0,3.3,16.1,620,,"3, 8",8,3,6,5,0,CTW (1962),Has creeping woody underground stem;  above-ground overwintering shoots much shorter than flowering stem,,
0920  2264,Artemisia norvegica,Aste,Aste,Aste,N,VU,r,,8,,p,,hc,,h,0,,1,3,,0,>65,1,55-60,,3,0,0,0.9,10.9,1982,,15,9,4,4,1,0,Stace (1991),,,
0920   175,Artemisia vulgaris,Aste,Aste,Aste,AR,,,-0.20,150,,p,,hc,,h,0,,7,4,,,,,,,2109,489,12,3.7,14.9,984,,"3, 17",7,4,8,7,0,"Stace (1991) - biggest ones in Cambridge to 2.0 m (MOH, personal observation)",,,
0920   177,Arum italicum,Arac,Arac,Alis,N,,s,2.09,60,,p,,Gn,,h,Rhiz1,,9,1,,1,50-55,0,<45,,39,0,8,5.5,16.2,962,,"1, 3",4,5,6,6,0,"Aeschimann & Burdet (1994) - height in CTW wrong; it is a bigger plant than A. maculatum, to 60 cm high (Prime 1960)",,,
0920   176,Arum maculatum,Arac,Arac,Alis,N,,n,-0.28,50,,p,,Gn,,h,Rhiz1,,7,3,,0,55-60,0,<45,,1604,650,11,3.9,15.3,931,,1,4,5,7,7,0,CTW (1962) = Aeschimann & Burdet (1994),,,
0920   179,Asparagus officinalis,Lili,Aspa,Aspa,N,,n,1.78,150,,p,,Gn,,h,0,,7,1,,,,,,,17,7,7,5.4,15.9,953,,"3, 18, 19",7,5,6,5,2,Sell & Murrell (1996),,,Native range doubtful
0920   179.1,Asparagus officinalis subsp.officinalis,Lili,Aspa,Aspa,AR,,,,150,,p,,Gn,,h,0,,7,4,,,,,,,587,7,4,3.8,16.2,713,,3,7,5,6,5,2,Sell & Murrell (1996),,,
0920   179.2,Asparagus officinalis subsp.prostratus,Lili,Aspa,Aspa,N,VU,r,,30,,p,,Gn,,h,0,,7,1,,0,50-55,0,<45,,17,7,7,5.9,15.9,950,,"18, 19",8,4,6,3,3,Sell & Murrell (1996),,,
0920  5472,Asperula cynanchica,Rubi,Rubi,Gent,N,,n,-0.47,50,,p,,hc,,h,Rhiz2,,7,3,,1,50-55,0,<45,,329,47,3,4.0,15.9,842,,7,7,3,8,2,0,Stace (1997),,,
0910   185.1,Asplenium adiantum-nigrum,Aspl,Aspl,Poly,N,,n,,45,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,2146,708,14,3.7,14.6,1110,,"3, 16",6,4,5,5,0,Hutchinson & Thomas (1996),,,
0910   185,Asplenium adiantum-nigrum sens.lat.,Aspl,Aspl,Poly,N,,n,0.35,45,,p,,hc,,h,0,,8,3,,,,,,,2146,708,14,3.7,14.6,1110,,"3, 16",6,4,5,5,0,Hutchinson & Thomas (1996),,,
0910   189,Asplenium marinum,Aspl,Aspl,Poly,N,,n,0.02,35,,p,,hc,,h,0,,8,2,,0,60-65,0,<45,,530,172,12,4.4,14.0,1261,Co,18,9,6,5,5,3,"average of H&T (1996), Page (1997)",,,
0910   191,Asplenium obovatum,Aspl,Aspl,Poly,N,,s,-0.18,30,,p,,hc,,h,0,,9,1,,1,55-60,0,<45,,135,19,11,5.3,15.4,1197,,16,5,5,4,3,0,Hutchinson & Thomas (1996),,,
0910   185.2,Asplenium onopteris,Aspl,Aspl,Poly,N,,o,,45,,p,,hc,,h,0,,9,1,,1,50-55,0,<45,,0,34,0,4.6,14.5,1200,,"1, 3, 16",5,5,7,3,0,"Same as A. a-n (Page, 1997)",,,
0910   192,Asplenium ruta-muraria,Aspl,Aspl,Poly,N,,n,0.15,12,,p,,hc,,h,0,,7,6,,0,>65,0,<45,,2184,898,11,3.7,14.7,1074,,"3, 16, 17",7,3,7,2,0,Hutchinson & Thomas (1996),,,
0910   193,Asplenium septentrionale,Aspl,Aspl,Poly,N,,s,-0.08,15,,p,,hc,,h,0,,7,3,,0,>65,0,<45,,55,2,0,2.5,13.2,1825,,16,8,3,2,2,0,Hutchinson & Thomas (1996),,,
0910   194,Asplenium trichomanes,Aspl,Aspl,Poly,N,,n,0.07,35,,p,,hc,,h,0,,8,6,,0,>65,0,<45,,2294,911,12,3.6,14.5,1121,,"3, 16, 17",5,3,8,2,0,Hutchinson & Thomas (1996),,,
0910   195,Asplenium viride,Aspl,Aspl,Poly,N,,n,-0.21,20,,p,,hc,,h,0,,4,6,,0,>65,0,<45,,435,43,0,2.0,12.8,1701,,"15, 16",4,5,8,3,0,Hutchinson & Thomas (1996),,,
0920   201,Aster (alien N American taxa),Aste,Aste,Aste,AN,,,,150,,p,,hc,,h,Rhiz1,,,,,,,,,Am,1211,53,5,3.7,15.3,934,,"3, 17, 21",7,5,7,6,1,typical high value,,,
0920   197,Aster lanceolatus,Aste,Aste,Aste,AN,,,,120,,p,,hc,,h,Rhiz1,,,,,,,,,Am6,211,5,0,3.9,15.8,844,,"3, 17",7,5,7,6,1,Stace (1997) ,,,
0920   203,Aster lanceolatus x novi-belgii (A. x salignus),Aste,Aste,Aste,AN,,,,150,,p,,hc,,h,Rhiz1,,,,,,,,,Gard,373,9,0,3.8,15.6,890,,"3, 17",7,5,7,6,1,Stace (1997) - as A. novi-belgii,,,
0920  1166,Aster linosyris,Aste,Aste,Aste,N,,r,-0.10,50,,p,,hc,,h,0,,7,3,c,0,55-60,0,<45,,9,0,0,4.9,15.8,1006,Co,18,8,3,8,1,0,Stace (1997) ,,,
0920   200,Aster novae-angliae,Aste,Aste,Aste,AN,,,,200,,p,,hc,,h,Rhiz1,,,,,,,,,Am6,83,0,1,3.9,16.1,806,,3,7,5,7,6,0,Stace (1991),,,
0920  4494,Aster novi-belgii,Aste,Aste,Aste,AN,,,,150,,p,,hc,,h,Rhiz1,,,,,,,,,Am6,557,12,3,3.7,15.2,936,,"3, 17",7,6,7,6,1,Stace (1997) ,,,
0920   204,Aster tripolium,Aste,Aste,Aste,N,,n,-0.44,100,,p,,hc,,h,0,,7,5,,0,>65,0,<45,,703,267,3,4.3,14.8,1109,Co,21,9,8,7,6,5,Stace (1997) ,CTW say that short-lived,,
0920   206,Astragalus alpinus,Faba,Faba,Faba,N,VU,r,,30,,p,,hc,,h,0,,1,6,,0,>65,0,<45,,4,0,0,-0.9,11.0,1275,,"7, 15",9,4,6,2,0,Stace (1991) - similar to A. danicus,,,
0920   207,Astragalus danicus,Faba,Faba,Faba,N,,n,-0.88,30,,p,,hc,,h,0,,7,6,c,0,>65,0,<45,,242,3,0,3.3,14.8,745,,7,8,3,8,2,0,Stace (1991),,,
0920   208,Astragalus glycyphyllos,Faba,Faba,Faba,N,,n,-0.36,100,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,357,0,0,3.4,15.7,711,,"1, 3, 16",6,4,7,3,0,Stace (1997),,,
0910   210,Athyrium distentifolium,Wood,Wood,Poly,N,,s,0.38,80,,p,,hc,,h,0,Rhiz1,1,6,,0,>65,0,<45,,98,0,0,0.3,11.2,2098,,15,6,6,3,4,0,Biol. Flora (2005),,,
0910   211,Athyrium filix-femina,Wood,Wood,Poly,N,,n,0.25,90,,p,,hc,,h,0,,5,6,,0,>65,0,<45,,2574,849,12,3.5,14.4,1132,,"1, 16",5,7,5,6,0,Hutchinson & Thomas (1996),,,
0910   210.1,Athyrium flexile,Wood,Wood,Poly,NE,VU,r,,40,,p,,hc,,h,0,Rhiz1,1,1,,,,,,,16,0,0,-0.9,10.7,1753,,"15, 16",7,6,3,4,0,Biol. Flora (2005),,,
0920   212,Atriplex glabriuscula,Chen,Amar,Cary,N,,n,-0.93,33,,a,,Th,,h,0,,5,2,,0,>65,0,45-50,,780,159,10,4.2,14.4,1163,Co,19,9,6,7,8,3,1/3 height of A. prostrata (because procumbent),,,
0920   216,Atriplex laciniata,Chen,Amar,Cary,N,,n,0.38,30,,a,,Th,,h,0,,7,1,,1,55-60,0,<45,,418,92,13,4.5,14.8,979,Co,19,9,6,7,7,3,Stace (1997),,,
0920   217,Atriplex littoralis,Chen,Amar,Cary,N,,n,1.59,100,,a,,Th,,h,0,,7,6,,0,>65,0,<45,,362,36,3,4.2,15.4,822,Co,19,9,6,7,6,4,CTW (1962),,,
0920  2286,Atriplex longipes,Chen,Amar,Cary,N,,s,,90,,a,,Th,,h,0,,4,3,,0,60-65,1,50-55,,39,0,0,4.2,15.6,982,Co,21,9,6,7,8,4,Stace (1997),,,
0920   218,Atriplex patula,Chen,Amar,Cary,N,,n,-0.34,87,,a,,Th,,h,0,,6,4,,0,>65,0,<45,,2318,787,12,3.7,14.8,1013,,"3, 4",7,5,7,7,2,average of Butcher (1961) and Stace (1991),,,
0920   949,Atriplex pedunculata,Chen,Amar,Cary,N,CR,r,,30,,a,,Th,,h,0,,7,4,,0,55-60,0,<45,,20,0,0,3.9,16.4,603,Co,21,9,8,7,8,5,Stace (1991),,,
0920   950,Atriplex portulacoides,Chen,Amar,Cary,N,,n,0.06,80,,p,,Pn,,w,0,,9,1,,0,55-60,0,<45,,322,68,10,4.6,15.7,869,Co,21,9,8,8,6,6,CTW (1962),dwarf shrub,,
0920  2287,Atriplex praecox,Chen,Amar,Cary,N,,s,,10,,a,,Th,,h,0,,4,3,,0,>65,1,50-55,,62,0,0,3.6,12.8,1503,Co,19,9,5,7,6,3,Stace (1997),,,
0920   214,Atriplex prostrata,Chen,Amar,Cary,N,,n,1.10,100,,a,,Th,,h,0,,6,4,,0,>65,0,<45,,1847,349,5,3.9,15.1,955,,"3, 4, 19, 21",8,7,7,7,2,Stace (1997),,,
0920   219,Atropa belladonna,Sola,Sola,Sola,N,,n,-0.33,150,,p,,hc,,h,0,,7,3,,1,50-55,0,<45,,414,0,0,3.6,16.1,717,,"1, 3",5,4,8,6,0,CTW (1962),,,
0920   220,Avena fatua,Poac,Poac,Poal,AR,,,1.17,150,,a,,Th,,h,0,,8,4,,,,,,Eur,1556,170,5,3.7,15.4,849,,"3, 4",7,4,7,7,0,Stace (1997),,,
0920  2988,Avena sativa,Poac,Poac,Poal,AC,,,,150,,a,,Th,,h,0,,,,,,,,,Eur,728,131,4,3.9,15.4,903,,4,7,5,7,7,0,Stace (1997),,,
0920  7682,Avena sterilis,Poac,Poac,Poal,AN,,,0.14,150,,a,,Th,,h,,,,,,,,,,Eur,274,0,4,3.7,16.3,689,,4,7,5,7,7,0,Stace (1997),,,
0920   222,Avena strigosa,Poac,Poac,Poal,AC,,,-3.01,120,,a,,Th,,h,0,,,,,,,,,Crop,270,72,6,4.0,14.6,1042,,4,7,7,5,5,0,Stace (1997),,,
0910   223,Azolla filiculoides,Azol,Azol,Mars,AN,,,2.76,,1,p,,Hy,,h,Frag,,,,,,,,,"Am4, SAm",660,21,9,4.0,16.0,774,,"13, 14",7,11,8,8,0,estimated thickness (MOH),,,
0920   224,Baldellia ranunculoides,Alis,Alis,Alis,N,,n,-1.08,20,20,p,,Hy,,h,0,Stol2,8,2,,0,55-60,0,<45,,536,344,6,4.1,15.1,974,,"13, 14",8,10,6,2,0,Stace (1991);  submerged leaves assumed to be roughly same length,,Also (3rd form of clonality) by proliferous inflorescens,
0920   225,Ballota nigra,Lami,Lami,Lami,AR,,,-0.37,100,,p,,hc,,h,Rhiz2,,8,3,,,,,,,1365,70,12,3.8,15.7,797,,3,7,4,8,6,0,Stace (1997),,,
0920   226,Barbarea intermedia,Bras,Bras,Bras,AN,,,1.92,60,,b,,hc,,h,0,,,,,,,,,Eur,735,207,7,3.7,15.0,975,,4,8,5,6,7,0,Rich (1991),,,
0920   227,Barbarea stricta,Bras,Bras,Bras,AN,,,0.50,100,,b,p,hc,,h,0,,5,4,c,,,,,"Eur, As1",104,1,0,3.7,15.9,705,,"11, 13, 14",8,7,7,8,0,Rich (1991),,,
0920   228,Barbarea verna,Bras,Bras,Bras,AN,,,1.34,90,,a,b,Th,hc,h,0,,,,,,,,,Eur,514,28,7,4.1,15.6,943,,3,8,5,6,6,0,Rich (1991),"Rich (1991) says ""annual or biennial""",,
0920   229,Barbarea vulgaris,Bras,Bras,Bras,N,,n,-0.02,90,,b,p,hc,,h,0,,7,4,,0,60-65,0,<45,,1869,615,3,3.7,15.0,943,,"3, 14",7,6,7,8,0,Rich (1991),,,
0920   230,Bartsia alpina,Scro,Orob,Lami,N,,r,-0.10,22,,p,,hc,,h,Rhiz1,,1,3,,0,>65,0,<45,,18,0,0,0.4,11.9,2069,,"7, 11, 15",8,8,7,2,0,average of CTW (1962) and Stace (1997),,"Biol. Flora J Ecol 91, 908-921 ""local pops of dense clones""",
0920   231,Bellis perennis,Aste,Aste,Aste,N,,n,0.89,8,,p,,hc,,h,Rhiz1,,7,3,,0,60-65,0,<45,,2797,984,14,3.5,14.5,1105,,"5, 6",8,5,6,4,0,CTW (1962) - max leaf length,,"regenerates by means of stolons to form patches (CPE);  these are subterranean (MOH, personal observation)",
0920   232,Berberis vulgaris,Berb,Berb,Ranu,NA,,n,-0.61,250,,p,,Pn,,w,Rhiz1,,7,3,,0,55-60,0,<45,,974,26,1,3.4,15.2,892,,"1, 3",7,4,8,3,0,CTW (1962),,,
0920   234,Berula erecta,Apia,Apia,Apia,N,,n,-0.02,100,,p,,Hy,,h,Irreg,,7,3,,0,60-65,0,<45,,1111,265,1,3.8,15.5,843,,11,7,10,7,7,0,Stace (1997),Presumably dies back to base in winter,,
0920   235,Beta vulgaris,Chen,Amar,Cary,N,,n,1.23,150,,p,b,hc,,h,0,,9,1,,0,55-60,0,<45,,607,205,14,4.6,15.4,952,Co,"18, 19",9,5,7,8,3,Stace (1997),"According to Stace (1991), the wild form is usually perennial",,
0920   238,Betula nana,Betu,Betu,Faga,N,,s,-0.09,100,,p,,Pn,,w,Rhiz1,,2,6,,0,>65,0,<45,,125,0,0,0.7,11.5,1585,,"10, 12, 15",7,8,1,1,0,CTW (1962),,,
0920   239,Betula pendula,Betu,Betu,Faga,N,,n,-0.23,2500,,p,,Ph,,w,0,,5,4,,0,>65,0,<45,,2293,390,0,3.3,14.6,1073,,1,7,5,4,4,0,CTW (1962),,,
0920   240,Betula pubescens,Betu,Betu,Faga,N,,n,0.40,2000,,p,,Ph,,w,0,,5,4,,0,>65,0,<45,,2399,779,0,3.4,14.4,1123,,1,7,7,4,4,0,CTW (1962),,,
0920   241,Bidens cernua,Aste,Aste,Aste,N,,n,-0.54,67,,a,,Th,,h,0,,7,6,,0,>65,0,<45,,874,281,2,3.9,15.5,883,,"13, 14",8,9,7,7,0,average of CTW (1962) and Stace (1997),,,
0920   242,Bidens tripartita,Aste,Aste,Aste,N,,n,-0.43,67,,a,,Th,,h,0,,7,5,,0,>65,0,<45,,1055,222,5,3.9,15.5,884,,"11, 13",8,8,7,7,0,average of CTW (1962) and Stace (1997),,,
0920   243,Blackstonia perfoliata,Gent,Gent,Gent,N,,n,0.12,45,,a,,Th,,h,0,,9,2,,1,55-60,0,<45,,787,198,2,4.0,15.8,812,,7,8,5,8,2,0,CTW (1962),,,
0910   244,Blechnum spicant,Blec,Blec,Poly,N,,n,-0.39,50,,p,,hc,,h,0,,7,3,,0,>65,0,<45,,2159,831,9,3.5,14.1,1198,,"1, 2, 10, 16",5,6,3,3,0,Page (1997),,,
0920   245,Blysmus compressus,Cype,Cype,Poal,N,,n,-1.28,37,,p,,hc,,h,Rhiz2,,7,3,c,0,60-65,0,<45,,384,0,0,3.2,15.2,840,,11,8,8,8,3,0,average of CTW (1962) and Stace (1997),,,
0920   246,Blysmus rufus,Cype,Cype,Poal,N,,n,-0.53,37,,p,,hc,,h,Rhiz2,,4,3,,0,>65,0,50-55,,367,74,0,3.8,13.6,1371,Co,21,8,8,7,4,5,average of CTW (1962) and Stace (1997),,,
0920  1860,Bolboschoenus maritimus,Cype,Cype,Poal,N,,n,0.00,100,,p,,Hy,,h,Rhiz1,DRg,8,4,,0,>65,0,<45,,766,216,7,4.3,15.1,1020,Co,21,8,10,8,7,4,Stace (1997),,,
0910   248,Botrychium lunaria,Ophi,Ophi,Ophi,N,,n,-0.43,15,,p,,Gn,,h,0,,5,6,,0,>65,0,<45,,1109,138,1,3.0,13.8,1259,,"7, 16",8,4,6,2,0,Hutchinson & Thomas (1996),,,
0920   249,Brachypodium pinnatum,Poac,Poac,Poal,N,,n,0.15,90,,p,,hc,,h,Rhiz1,,7,4,,0,60-65,0,<45,,612,24,0,3.6,15.9,745,,7,7,3,8,3,0,average of CTW (1962) & Stace (1997),basically a hemicryptophyte with some wintergreen bits,,
0920   250,Brachypodium sylvaticum,Poac,Poac,Poal,N,,n,-0.17,95,,p,,hc,,h,0gr,,7,3,,0,60-65,0,<45,,2310,787,12,3.7,14.7,1062,,1,6,5,6,5,0,average of CTW (1962) & Stace (1997),,,
0920   251,Brassica napus,Bras,Bras,Bras,AN,,,2.88,130,,a,b,Th,hc,h,0,,,,,,,,,Gard,1758,144,7,3.6,15.1,914,,"3, 4, 17",7,4,7,7,0,Rich (1991),"Rich (1991) says ""annual or biennial""",,
0920   252,Brassica nigra,Bras,Bras,Bras,NA,,n,-0.02,150,,a,,Th,,h,0,,7,3,,1,55-60,0,<45,,1080,58,11,4.0,15.8,822,,"3, 4",8,5,7,6,0,average of Rich (1991) and CTW (1962),,,
0920   253,Brassica oleracea,Bras,Bras,Bras,NA,,s,0.90,130,,p,,Pn,,sw,0,,8,2,,1,50-55,0,<45,,98,0,1,4.9,15.6,922,,"17, 18",8,4,7,8,3,average of Rich (1991) and Stace (1997),,,
0920   254,Brassica rapa,Bras,Bras,Bras,AR,,,0.74,100,,a,b,Th,hc,h,0,,7,4,,,,,,,1407,630,7,3.9,15.0,993,,4,7,5,7,6,0,Rich (1991),"Rich (1991) says ""annual or biennial""",,
0920   255,Briza maxima,Poac,Poac,Poal,AN,,,,62,,a,,Th,,h,0,,0,3,,,,,,Eur,239,4,11,4.6,15.8,932,,"3, 17, 19",7,3,4,2,0,average of CTW (1962) & Stace (1997),,,
0920   256,Briza media,Poac,Poac,Poal,N,,n,-0.75,62,,p,,hc,,h,Rhiz1,,7,3,,0,60-65,0,<45,,1853,588,2,3.5,14.9,971,,7,8,5,7,3,0,average of CTW (1962) & Stace (1997),,,
0920   257,Briza minor,Poac,Poac,Poal,AR,,,0.28,55,,a,,Th,,h,0,,9,1,,,,,,,92,0,8,5.2,16.1,919,,4,7,4,5,5,0,average of CTW (1962) & Stace (1997),,,
0920   259,Bromopsis benekenii,Poac,Poac,Poal,N,,s,0.25,105,,p,,hc,,h,0gr,,7,3,c,0,60-65,0,<45,,64,0,0,3.0,15.3,896,,1,5,5,7,5,0,average of CTW (1962) & Stace (1997),,,
0920   263,Bromopsis erecta,Poac,Poac,Poal,N,,n,-0.01,110,,p,,hc,,h,0gr,,7,3,,1,50-55,0,<45,,798,48,3,3.7,15.9,764,,7,7,4,8,3,0,average of CTW (1962) & Stace (1997),,,
0920   265,Bromopsis inermis,Poac,Poac,Poal,AN,,,1.71,150,,p,,hc,,h,Rhiz2,,7,4,,,,,,"Eur, As1",263,0,0,3.6,15.9,757,,3,8,4,8,5,0,Stace (1997),,,
0920   272,Bromopsis ramosa,Poac,Poac,Poal,N,,n,-0.18,170,,p,,hc,,h,0gr,,7,3,,0,60-65,0,<45,,1887,450,0,3.5,14.9,995,,1,4,6,7,7,0,average of CTW (1962) & Stace (1997),,,
0920   262,Bromus commutatus,Poac,Poac,Poal,N,,n,1.07,95,,a,,Th,,h,0,,7,3,,1,55-60,0,<45,,675,33,0,3.9,16.1,772,,3,7,4,8,6,0,average of CTW (1962) & Stace (1997),,,
0920   269,Bromus hordeaceus,Poac,Poac,Poal,N,,n,-0.37,80,,a,,Th,,h,0,,8,3,,0,60-65,0,<45,,2406,830,14,3.7,14.7,1051,,"4, 6",8,4,7,4,0,Stace (1997),,,
0920   271,Bromus racemosus,Poac,Poac,Poal,N,,n,0.74,95,,a,,Th,,h,0,,7,3,,0,55-60,0,<45,,516,78,0,4.0,15.8,852,,"3, 6",6,6,7,8,0,average of CTW (1962) & Stace (1997),,,
0920   273,Bromus secalinus,Poac,Poac,Poal,AR,,,-1.15,90,,a,,Th,,h,0,,,,,,,,,Unk,403,19,4,3.9,15.8,816,,4,6,4,5,4,0,average of CTW (1962) & Stace (1997),,,
0920   276,Bryonia dioica,Cucu,Cucu,Cucu,N,,n,-0.50,400,,p,,Gn,,h,0,,9,2,,1,55-60,0,<45,,1004,0,4,3.6,16.0,726,,3,7,5,7,7,0,Stace (1997),,,
0920   277,Buddleja davidii,Budd,Scro,Lami,AN,,,3.73,500,,p,,Ph,,w,0,,,,,,,,,As,1434,267,14,3.9,15.4,930,,"3, 17",7,5,7,5,0,Stace (1991),,,
0920   282,Bunium bulbocastanum,Apia,Apia,Apia,N,,r,0.14,50,,p,,Gn,,h,0,,8,2,,0,50-55,0,<45,,13,0,0,3.3,16.3,633,,4,7,4,9,4,0,Stace (1991),,,
0920   285,Bupleurum baldense,Apia,Apia,Apia,N,EN,r,,10,,a,,Th,,h,0,,9,1,,1,50-55,0,<45,,3,0,8,6.1,16.5,808,Co,"18, 19",9,3,8,2,0,Stace (1997),,,
0920   283,Bupleurum falcatum,Apia,Apia,Apia,AN,,,,100,,p,,hc,,h,0,,8,5,,,,,,"Eur, As",8,0,0,3.4,16.0,776,,3,6,3,9,3,0,Stace (1997),,,
0920   286,Bupleurum rotundifolium,Apia,Apia,Apia,AR,EW,,-4.58,30,,a,,Th,,h,0,,,,,,,,,Eur?,287,0,1,3.8,16.0,753,,4,8,3,9,4,0,Stace (1991),,,
0920   287,Bupleurum tenuissimum,Apia,Apia,Apia,N,,s,-0.97,50,,a,,Th,,h,0,,8,3,,0,55-60,0,<45,,161,0,0,4.2,16.4,684,,"3, 6",9,7,8,4,3,Stace (1997),,,
0920   288,Butomus umbellatus,Buto,Buto,Alis,N,,n,-0.04,150,150,p,,Hy,,h,Rhiz2,DRg,7,4,,0,>65,0,<45,,685,0,0,3.7,16.0,715,,"13, 14",7,11,7,7,0,Stace (1997),,Spread occasionally by detached lateral buds developing on rhizome,
0920   289,Buxus sempervirens,Buxa,Buxa,Buxa,N,,r,2.54,500,,p,,Ph,,w,0,,9,2,,1,50-55,0,<45,,2,0,0,3.7,16.6,716,,"1, 3",4,4,8,5,0,Stace (1991),,,
0920   291,Cakile maritima,Bras,Bras,Bras,N,,n,-0.38,30,,a,,Th,,h,0,,6,3,,0,>65,0,<45,,576,131,13,4.4,14.6,1011,Co,19,9,6,7,7,3,Rich (1991),,,
0920   292,Calamagrostis canescens,Poac,Poac,Poal,N,,n,-0.33,120,,p,,hc,,h,Rhiz2,,5,4,c,0,>65,0,<45,,293,0,0,3.4,15.7,723,,11,7,9,7,5,0,Stace (1997),,,
0920   293,Calamagrostis epigejos,Poac,Poac,Poal,N,,n,0.47,200,,p,,hc,,h,Rhiz2,,5,5,,0,>65,0,<45,,936,9,4,3.7,15.7,812,,"3, 11",7,7,7,6,0,Stace (1997),,,
0920  2646,Calamagrostis purpurea,Poac,Poac,Poal,N,,r,,150,,p,,hc,,h,Rhiz2,,4,4,,0,>65,0,45-50,,10,0,0,1.6,13.1,1346,,"1, 11",7,8,6,3,0,Stace (1997),,,
0920   295,Calamagrostis scotica,Poac,Poac,Poal,NE,VU,r,,100,,p,,hc,,h,Rhiz1,,4,1,,,,,,,1,0,0,3.6,12.8,888,,11,8,8,6,4,0,Stace (1997),,,
0920   294,Calamagrostis stricta,Poac,Poac,Poal,N,,r,-0.74,100,,p,,hc,,h,Rhiz1,,2,6,,0,>65,0,45-50,,22,6,0,2.9,14.2,928,,11,9,9,4,2,0,Stace (1997),,,
